SSID 1,Lemmas 1,SSID 2,Lemmas 2,Accept
01483356-n,"Holocephali, subclass Holocephali",01483521-n,"holocephalan, holocephalian",TRUE
01484240-n,"Elasmobranchii, subclass Elasmobranchii, Selachii, subclass Selachii",01484712-n,"elasmobranch, selachian",TRUE
01504903-n,"Aves, class Aves",01505702-n,bird,TRUE
01504903-n,"Aves, class Aves",01616256-n,young bird,FALSE
01628388-n,"amphibia, class Amphibia",01630065-n,amphibian,TRUE
01628388-n,"amphibia, class Amphibia",02472103-n,"tadpole, polliwog, pollywog",FALSE
01663360-n,"Reptilia, class Reptilia",01663732-n,"reptile, reptilian",TRUE
01664045-n,"Anapsida, subclass Anapsida",01664233-n,"anapsid, anapsid reptile",TRUE
01697900-n,"Archosauria, subclass Archosauria",01698322-n,"archosaur, archosaurian, archosaurian reptile",TRUE
01771610-n,"Arachnida, class Arachnida",01771988-n,"arachnid, arachnoid",TRUE
01786577-n,"Tardigrada, class Tardigrada",01786934-n,tardigrade,TRUE
01787068-n,"Chilopoda, class Chilopoda",01787316-n,centipede,TRUE
01789043-n,"Diplopoda, class Diplopoda, Myriapoda, class Myriapoda",01789287-n,"millipede, millepede, milliped",TRUE
01864106-n,"Mammalia, class Mammalia",01324345-n,young mammal,FALSE
01864106-n,"Mammalia, class Mammalia",01864419-n,"mammal, mammalian",TRUE
01888861-n,"Eutheria, subclass Eutheria",01889397-n,"placental, placental mammal, eutherian, eutherian mammal",TRUE
01910136-n,"Hyalospongiae, class Hyalospongiae",01910379-n,glass sponge,TRUE
01913170-n,"Scyphozoa, class Scyphozoa",01913704-n,scyphozoan,TRUE
01914152-n,"Hydrozoa, class Hydrozoa",01914480-n,"hydrozoan, hydroid",TRUE
01916479-n,"Anthozoa, class Anthozoa, Actinozoa, class Actinozoa",01916804-n,"anthozoan, actinozoan",TRUE
01927774-n,"Turbellaria, class Turbellaria",01927911-n,"planarian, planaria",TRUE
01928110-n,"Trematoda, class Trematoda",01925358-n,"helminth, parasitic worm",FALSE
01928110-n,"Trematoda, class Trematoda",01928336-n,"fluke, trematode, trematode worm",TRUE
01928110-n,"Trematoda, class Trematoda",01928557-n,cercaria,FALSE
01929942-n,"Cestoda, class Cestoda",01925358-n,"helminth, parasitic worm",FALSE
01929942-n,"Cestoda, class Cestoda",01930097-n,"tapeworm, cestode",TRUE
01937346-n,"Archiannelida, class Archiannelida",01937485-n,archiannelid,TRUE
01937653-n,"Oligochaeta, class Oligochaeta",01937817-n,"oligochaete, oligochaete worm",TRUE
01937653-n,"Oligochaeta, class Oligochaeta",01938036-n,"earthworm, angleworm, fishworm, fishing worm, wiggler, nightwalker, nightcrawler, crawler, dew worm, red worm",FALSE
01938860-n,"Polychaeta, class Polychaeta",01939032-n,"polychaete, polychete, polychaete worm, polychete worm",TRUE
01938860-n,"Polychaeta, class Polychaeta",01939312-n,"lugworm, lug, lobworm",FALSE
01940360-n,"Hirudinea, class Hirudinea",01940550-n,"leech, bloodsucker, hirudinean",TRUE
01943671-n,"Scaphopoda, class Scaphopoda",01943864-n,scaphopod,TRUE
01944311-n,"Gastropoda, class Gastropoda, Gasteropoda, class Gasteropoda",01944818-n,"gastropod, univalve",TRUE
01944311-n,"Gastropoda, class Gastropoda, Gasteropoda, class Gasteropoda",01951214-n,limpet,FALSE
01958104-n,"Bivalvia, class Bivalvia, Lamellibranchia, class Lamellibranchia, class Pelecypoda",01958574-n,"bivalve, pelecypod, lamellibranch",TRUE
01958104-n,"Bivalvia, class Bivalvia, Lamellibranchia, class Lamellibranchia, class Pelecypoda",01958985-n,spat,FALSE
01970756-n,"Cephalopoda, class Cephalopoda",01970956-n,"cephalopod, cephalopod mollusk",TRUE
01977040-n,"Crustacea, class Crustacea",01977414-n,crustacean,TRUE
01977953-n,"Malacostraca, subclass Malacostraca",01978328-n,malacostracan crustacean,TRUE
01999046-n,"Copepoda, subclass Copepoda",01999239-n,"copepod, copepod crustacean",TRUE
02000352-n,"Ostracoda, subclass Ostracoda",02000479-n,"seed shrimp, mussel shrimp, ostracod",TRUE
02000673-n,"Cirripedia, subclass Cirripedia",02000837-n,"barnacle, cirriped, cirripede",TRUE
02002028-n,"Onychophora, class Onychophora",02002421-n,"onychophoran, velvet worm, peripatus",TRUE
02319864-n,"Asteroidea, class Asteroidea",02319987-n,"starfish, sea star",TRUE
02320305-n,"Ophiurida, subclass Ophiurida",02320433-n,"brittle star, brittle-star, serpent star",TRUE
02320635-n,"Euryalida, subclass Euryalida",02320819-n,"basket star, basket fish",TRUE
02321567-n,"Echinoidea, class Echinoidea",02321747-n,sea urchin,TRUE
02322619-n,"Crinoidea, class Crinoidea",02322779-n,crinoid,TRUE
02323994-n,"Holothuroidea, class Holothuroidea",02324181-n,"sea cucumber, holothurian",TRUE
02473703-n,"Hominoidea, superfamily Hominoidea",02473931-n,hominoid,TRUE
02516829-n,"Channidae, class Channidae",02516951-n,northern snakehead,TRUE
02517206-n,"Osteichthyes, class Osteichthyes",02517456-n,bony fish,TRUE
02517619-n,"Crossopterygii, subclass Crossopterygii",02517845-n,"crossopterygian, lobefin, lobe-finned fish",TRUE
02518545-n,"Dipnoi, subclass Dipnoi",02518819-n,lungfish,TRUE
02530444-n,"Teleostei, subclass Teleostei",02314400-n,leptocephalus,FALSE
02530444-n,"Teleostei, subclass Teleostei",02530794-n,"teleost fish, teleost, teleostan",TRUE
01377630-n,"Actinomycetales, order Actinomycetales",01377845-n,actinomycete,TRUE
01380547-n,"order Myxobacteria, Myxobacterales, order Myxobacterales, Myxobacteriales, order Myxobacteriales",01381186-n,"myxobacteria, myxobacterium, myxobacter, gliding bacteria, slime bacteria",TRUE
01384040-n,"Spirochaetales, order Spirochaetales",01384674-n,"spirochete, spirochaete",TRUE
01393268-n,"Heliozoa, order Heliozoa",01393404-n,heliozoan,TRUE
01393540-n,"Radiolaria, order Radiolaria",01393669-n,radiolarian,TRUE
01394210-n,"Amoebida, order Amoebida, Amoebina, order Amoebina",01395021-n,"ameba, amoeba",TRUE
01395484-n,"Foraminifera, order Foraminifera",01395671-n,"foram, foraminifer",TRUE
01396514-n,"Testacea, order Testacea",01396681-n,testacean,TRUE
01406446-n,"Fucales, order Fucales",01407136-n,fucoid,TRUE
01419682-n,"Dinoflagellata, order Dinoflagellata, Cilioflagellata, order Cilioflagellata",01420002-n,dinoflagellate,TRUE
01421435-n,"Hypermastigina, order Hypermastigina",01421588-n,hypermastigote,TRUE
01421723-n,"Polymastigina, order Polymastigina",01421973-n,polymastigote,TRUE
01425476-n,"Coccidia, order Coccidia",01425943-n,"coccidium, eimeria",TRUE
01426105-n,"Gregarinida, order Gregarinida",01426258-n,gregarine,TRUE
01426398-n,"Haemosporidia, order Haemosporidia",01426612-n,haemosporidian,TRUE
01429107-n,"Haplosporidia, order Haplosporidia",01429266-n,haplosporidian,TRUE
01429646-n,"Actinomyxidia, order Actinomyxidia",01429784-n,actinomyxidian,TRUE
01429882-n,"Mycrosporidia, order Mycrosporidia",01430040-n,microsporidian,TRUE
01430188-n,"Myxosporidia, order Myxosporidia",01430344-n,myxosporidian,TRUE
01430796-n,"Malacopterygii, superorder Malacopterygii",01431221-n,"soft-finned fish, malacopterygian",TRUE
01440446-n,"Cypriniformes, order Cypriniformes",01440849-n,cypriniform fish,TRUE
01477282-n,"Ostracodermi, order Ostracodermi",01477505-n,ostracoderm,TRUE
01477666-n,"Heterostraci, suborder Heterostraci",01477873-n,heterostracan,TRUE
01478062-n,"Osteostraci, suborder Osteostraci, Cephalaspida, suborder Cephalaspida",01478289-n,"osteostracan, cephalaspid",TRUE
01478435-n,"Anaspida, order Anaspida",01478581-n,anaspid,TRUE
01478776-n,"Conodonta, order Conodonta, Conodontophorida, order Conodontophorida",01479059-n,conodont,TRUE
01479470-n,"Cyclostomata, order Cyclostomata",01479721-n,cyclostome,TRUE
01526549-n,"Passeriformes, order Passeriformes",01527000-n,"passerine, passeriform bird",TRUE
01527526-n,"Oscines, suborder Oscines, Passeres, suborder Passeres",01528361-n,"oscine, oscine bird",TRUE
01549301-n,"Tyranni, suborder Tyranni",01549562-n,tyrannid,TRUE
01623608-n,"Strigiformes, order Strigiformes",01623768-n,"owl, bird of Minerva, bird of night, hooter",TRUE
01631091-n,"Urodella, order Urodella, Caudata, order Caudata",01631411-n,"urodele, caudate",TRUE
01658218-n,"Labyrinthodontia, superorder Labyrinthodontia, Labyrinthodonta, superorder Labyrinthodonta",01658592-n,labyrinthodont,TRUE
01664915-n,"Chelonia, order Chelonia, Testudinata, order Testudinata, Testudines, order Testudines",01665263-n,"chelonian, chelonian reptile",TRUE
01676309-n,"Sauria, suborder Sauria, Lacertilia, suborder Lacertilia",01676857-n,saurian,TRUE
01698923-n,"Crocodylia, order Crocodylia, Crocodilia, order Crocodilia",01699274-n,"crocodilian reptile, crocodilian",TRUE
01702717-n,"Ornithischia, order Ornithischia",01703111-n,"ornithischian, ornithischian dinosaur",TRUE
01703975-n,"Thyreophora, suborder Thyreophora, thyreophoran",01704192-n,armored dinosaur,TRUE
01705503-n,suborder Pachycephalosaurus,01705652-n,bone-headed dinosaur,TRUE
01705982-n,"Ceratopsia, suborder Ceratopsia",01706210-n,"ceratopsian, horned dinosaur",TRUE
01707888-n,"Euronithopoda, suborder Euronithopoda, euronithopod, Ornithopoda, suborder Ornithopoda",01708232-n,"ornithopod, ornithopod dinosaur",TRUE
01710536-n,"Saurischia, order Saurischia",01710747-n,"saurischian, saurischian dinosaur",TRUE
01711419-n,"Sauropoda, suborder Sauropoda",01711639-n,"sauropod, sauropod dinosaur",TRUE
01714303-n,"Theropoda, suborder Theropoda",01714649-n,"theropod, theropod dinosaur, bird-footed dinosaur",TRUE
01715073-n,suborder Ceratosaura,01715393-n,"ceratosaur, ceratosaurus",TRUE
